1,4100
2,4100
3,4100
4,4100
5,4100
6,4100
7,4100
8,4100
9,4100
10,4100
11,4100
12,4100
13,4100
14,4100
15,4100
16,4100
17,4100
18,4100
19,4100
20,4100
21,4100
22,4100
23,4100
24,4100
25,4100
26,4100
27,4100
28,4100
29,4100
30,4100
31,4100
32,4100
33,4100
34,4100
35,4100
36,4100
37,4100
38,4100
39,4100
40,4100
41,4105
42,4105
43,4105
44,4105
45,4105
46,4105
47,4105
48,4105
49,4105
50,4105
51,4105
52,4105
53,4105
54,4105
55,4105
56,4105
57,4105
58,4105
59,4105
60,4105
61,4105
62,4105
63,4105
64,4105
65,4105
66,4105
67,4105
68,4105
69,4105
70,4105
71,4105
72,4105
73,4105
74,4105
75,4105
76,4105
77,4105
78,4105
79,4105
80,4105
81,4105
82,4105
83,4105
84,4105
85,4105
86,4105
87,4105
88,4105
89,4105
90,4105
91,4105
92,4105
93,4105
94,4105
95,4105
96,4105
97,4105
98,4110
99,4110
100,4110
101,4110
102,4110
103,4110
104,4110
105,4110
106,4110
107,4110
108,4110
109,4110
110,4110
111,4110
112,4110
113,4110
114,4110
115,4110
116,4110
117,4110
118,4110
119,4110
120,4110
